id,name,fake,nivel,path
SP4713,440121:De coniferas,4401,4,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440121:De coniferas"
F4712,44012101 : De coníferas.,44012101,5,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440121:De coniferas > 44012101 : De coníferas."
P10006,"4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares"
SP4715,440122:Distinta de la de coniferas,4401,4,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440122:Distinta de la de coniferas"
F4714,44012201 : Distinta de la de coníferas.,44012201,5,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440122:Distinta de la de coniferas > 44012201 : Distinta de la de coníferas."
P10007,"4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares"
SP4717,"440130:aserrin, desperdicios y desechos, de madera, incluso aglomerados, en lenos, briquetas, bolitas o formas similares",4401,4,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440130:aserrin, desperdicios y desechos, de madera, incluso aglomerados, en lenos, briquetas, bolitas o formas similares"
F4716,44013001 : SUPRIMIDA,44013001,5,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440130:aserrin, desperdicios y desechos, de madera, incluso aglomerados, en lenos, briquetas, bolitas o formas similares > 44013001 : SUPRIMIDA"
P10008,"4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares"
SP4719,440131:Pellets de madera,4401,4,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440131:Pellets de madera"
F4718,44013101 : “Pellets” de madera.,44013101,5,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440131:Pellets de madera > 44013101 : “Pellets” de madera."
P10009,"4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares"
SP4721,440139:Los demas,4401,4,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440139:Los demas"
F4720,44013999 : Los demás.,44013999,5,"44:Madera, carbon vegetal y manufacturas de mader > 4401:Lena, madera en plaquitas o particulas, aserrin, desperdicios y desechos, de madera, incluso aglomerados en lenos, briquetas, bolitas o formas similares > 440139:Los demas > 44013999 : Los demás."
P11725,"44:Madera, carbon vegetal y manufacturas de mader",44,2,"44:Madera, carbon vegetal y manufacturas de mader"
P10010,"4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado"
SP4723,440210:De bambu,4402,4,"44:Madera, carbon vegetal y manufacturas de mader > 4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado > 440210:De bambu"
F4722,44021001 : De bambú.,44021001,5,"44:Madera, carbon vegetal y manufacturas de mader > 4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado > 440210:De bambu > 44021001 : De bambú."
P10011,"4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado"
SP4725,440290:Los demas,4402,4,"44:Madera, carbon vegetal y manufacturas de mader > 4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado > 440290:Los demas"
F4724,44029099 : Los demás.,44029099,5,"44:Madera, carbon vegetal y manufacturas de mader > 4402:Carbon vegetal (comprendido el de cascaras o de huesos (carozos) de frutos), incluso aglomerado > 440290:Los demas > 44029099 : Los demás."
P11726,"44:Madera, carbon vegetal y manufacturas de mader",44,2,"44:Madera, carbon vegetal y manufacturas de mader"
P10012,"4403:Madera en bruto, incluso descortezada, desalburada o escuadrada",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada"
SP4727,"440310:Tratada con pintura, creosota u otros agentes de conservacion",4403,4,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440310:Tratada con pintura, creosota u otros agentes de conservacion"
F4726,44031001 : Tratada con pintura  creosota u otros agentes de conservación.,44031001,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440310:Tratada con pintura, creosota u otros agentes de conservacion > 44031001 : Tratada con pintura  creosota u otros agentes de conservación."
P10013,"4403:Madera en bruto, incluso descortezada, desalburada o escuadrada",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada"
SP4729,"440320:Las demas, de coniferas",4403,4,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440320:Las demas, de coniferas"
F4728,44032099 : Las demás  de coníferas.,44032099,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440320:Las demas, de coniferas > 44032099 : Las demás  de coníferas."
P10014,"4403:Madera en bruto, incluso descortezada, desalburada o escuadrada",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada"
SP4731,"440341:Dark Red Meranti, Light Red Meranti y Meranti Bakau",4403,4,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440341:Dark Red Meranti, Light Red Meranti y Meranti Bakau"
F4730,44034101 : Dark Red Meranti  Light Red Meranti y Meranti Bakau.,44034101,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440341:Dark Red Meranti, Light Red Meranti y Meranti Bakau > 44034101 : Dark Red Meranti  Light Red Meranti y Meranti Bakau."
P10015,"4403:Madera en bruto, incluso descortezada, desalburada o escuadrada",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada"
SP4735,440349:Las demas,4403,4,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440349:Las demas"
F4732,44034901 : White Lauan  White Meranti  White Seraya  Yellow Meranti  Alan  Keruing  Ramin  Kapur  Teak  Jongkong  Merbau  Jelutong y Kempas.,44034901,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440349:Las demas > 44034901 : White Lauan  White Meranti  White Seraya  Yellow Meranti  Alan  Keruing  Ramin  Kapur  Teak  Jongkong  Merbau  Jelutong y Kempas."
F4733,44034902 : De Swietenia macrophylla  Cedrella odorata o Cedrella mexicana  escuadradas.,44034902,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440349:Las demas > 44034902 : De Swietenia macrophylla  Cedrella odorata o Cedrella mexicana  escuadradas."
F4734,44034999 : Las demás.,44034999,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440349:Las demas > 44034999 : Las demás."
P10016,"4403:Madera en bruto, incluso descortezada, desalburada o escuadrada",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada"
SP4737,"440391:De encina, roble, alcornoque y demas belloteros (Quercus spp.)",4403,4,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440391:De encina, roble, alcornoque y demas belloteros (Quercus spp.)"
F4736,44039101 : De encina  roble  alcornoque y demás belloteros (Quercus spp.).,44039101,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440391:De encina, roble, alcornoque y demas belloteros (Quercus spp.) > 44039101 : De encina  roble  alcornoque y demás belloteros (Quercus spp.)."
P10017,"4403:Madera en bruto, incluso descortezada, desalburada o escuadrada",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada"
SP4739,440392:De haya (Fagus spp.),4403,4,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440392:De haya (Fagus spp.)"
F4738,44039201 : De haya (Fagus spp.).,44039201,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440392:De haya (Fagus spp.) > 44039201 : De haya (Fagus spp.)."
P10018,"4403:Madera en bruto, incluso descortezada, desalburada o escuadrada",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada"
SP4741,440399:Las demas,4403,4,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440399:Las demas"
F4740,44039999 : Las demás.,44039999,5,"44:Madera, carbon vegetal y manufacturas de mader > 4403:Madera en bruto, incluso descortezada, desalburada o escuadrada > 440399:Las demas > 44039999 : Las demás."
P11727,"44:Madera, carbon vegetal y manufacturas de mader",44,2,"44:Madera, carbon vegetal y manufacturas de mader"
P10019,"4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares"
SP4744,440410:De coniferas,4404,4,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440410:De coniferas"
F4742,44041001 : Madera hilada.,44041001,5,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440410:De coniferas > 44041001 : Madera hilada."
F4743,44041099 : Los demás.,44041099,5,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440410:De coniferas > 44041099 : Los demás."
P10020,"4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares"
SP4750,440420:Distinta de la de coniferas,4404,4,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440420:Distinta de la de coniferas"
F4745,44042001 : Varitas de bambú aún cuando estén redondeadas.,44042001,5,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440420:Distinta de la de coniferas > 44042001 : Varitas de bambú aún cuando estén redondeadas."
F4746,44042002 : De fresno  simplemente desbastada o redondeada  para bastones  paraguas  mangos de herramientas y similares.,44042002,5,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440420:Distinta de la de coniferas > 44042002 : De fresno  simplemente desbastada o redondeada  para bastones  paraguas  mangos de herramientas y similares."
F4747,44042003 : De haya o de maple  simplemente desbastada o redondeada  para bastones  paraguas  mangos de herramientas y similares.,44042003,5,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440420:Distinta de la de coniferas > 44042003 : De haya o de maple  simplemente desbastada o redondeada  para bastones  paraguas  mangos de herramientas y similares."
F4748,44042004 : Madera hilada.,44042004,5,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440420:Distinta de la de coniferas > 44042004 : Madera hilada."
F4749,44042099 : Los demás.,44042099,5,"44:Madera, carbon vegetal y manufacturas de mader > 4404:Flejes de madera, rodrigones hendidos, estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente, madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramientas o similares, madera en tablillas, laminas, cintas o similares > 440420:Distinta de la de coniferas > 44042099 : Los demás."
P11728,4:N/A,4,2,4:N/A
P10021,440:N/A,4,3,4:N/A > 440:N/A
SP4753,44050:N/A,440,4,4:N/A > 440:N/A > 44050:N/A
F4751,4405001 : Lana de madera.,4405001,5,4:N/A > 440:N/A > 44050:N/A > 4405001 : Lana de madera.
F4752,4405002 : Harina de madera.,4405002,5,4:N/A > 440:N/A > 44050:N/A > 4405002 : Harina de madera.
P11729,"44:Madera, carbon vegetal y manufacturas de mader",44,2,"44:Madera, carbon vegetal y manufacturas de mader"
P10022,4406:Traviesas (durmientes) de madera para vias ferreas o similares,44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4406:Traviesas (durmientes) de madera para vias ferreas o similares"
SP4755,440610:Sin impregnar,4406,4,"44:Madera, carbon vegetal y manufacturas de mader > 4406:Traviesas (durmientes) de madera para vias ferreas o similares > 440610:Sin impregnar"
F4754,44061001 : Sin impregnar.,44061001,5,"44:Madera, carbon vegetal y manufacturas de mader > 4406:Traviesas (durmientes) de madera para vias ferreas o similares > 440610:Sin impregnar > 44061001 : Sin impregnar."
P10023,4406:Traviesas (durmientes) de madera para vias ferreas o similares,44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4406:Traviesas (durmientes) de madera para vias ferreas o similares"
SP4757,440690:Las demas,4406,4,"44:Madera, carbon vegetal y manufacturas de mader > 4406:Traviesas (durmientes) de madera para vias ferreas o similares > 440690:Las demas"
F4756,44069099 : Las demás.,44069099,5,"44:Madera, carbon vegetal y manufacturas de mader > 4406:Traviesas (durmientes) de madera para vias ferreas o similares > 440690:Las demas > 44069099 : Las demás."
P11730,"44:Madera, carbon vegetal y manufacturas de mader",44,2,"44:Madera, carbon vegetal y manufacturas de mader"
P10024,"4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm"
SP4763,440710:De coniferas,4407,4,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440710:De coniferas"
F4758,44071001 : De ocote o pinabete  o abeto (oyamel) en tablas  tablones o vigas.,44071001,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440710:De coniferas > 44071001 : De ocote o pinabete  o abeto (oyamel) en tablas  tablones o vigas."
F4759,44071002 : En tablas  tablones o vigas  excepto lo comprendido en la fracción 4407.10.01.,44071002,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440710:De coniferas > 44071002 : En tablas  tablones o vigas  excepto lo comprendido en la fracción 4407.10.01."
F4760,44071003 : Tablillas con ancho que no exceda de 10 cm y longitud inferior o igual a 20 cm  para la fabricación de lápices  excepto lo comprendido en la fracción 4407.10.04.,44071003,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440710:De coniferas > 44071003 : Tablillas con ancho que no exceda de 10 cm y longitud inferior o igual a 20 cm  para la fabricación de lápices  excepto lo comprendido en la fracción 4407.10.04."
F4761,44071004 : Tablillas con ancho que no exceda de 10 cm y longitud inferior o igual a 70 cm  de cedro rojo occidental (Thuja plicata).,44071004,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440710:De coniferas > 44071004 : Tablillas con ancho que no exceda de 10 cm y longitud inferior o igual a 70 cm  de cedro rojo occidental (Thuja plicata)."
F4762,44071099 : Los demás.,44071099,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440710:De coniferas > 44071099 : Los demás."
P10025,"4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm"
SP4767,440721:Mahogany (Swietenia spp.),4407,4,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440721:Mahogany (Swietenia spp.)"
F4764,44072101 : En tablas  tablones o vigas.,44072101,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440721:Mahogany (Swietenia spp.) > 44072101 : En tablas  tablones o vigas."
F4765,44072102 : De Swietenia macrophylla aserradas  en hojas o desenrolladas.,44072102,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440721:Mahogany (Swietenia spp.) > 44072102 : De Swietenia macrophylla aserradas  en hojas o desenrolladas."
F4766,44072199 : Los demás.,44072199,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440721:Mahogany (Swietenia spp.) > 44072199 : Los demás."
P10026,"4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm"
SP4770,"440722:Virola, imbuia y Balsa",4407,4,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440722:Virola, imbuia y Balsa"
F4768,44072201 : En tablas  tablones o vigas.,44072201,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440722:Virola, imbuia y Balsa > 44072201 : En tablas  tablones o vigas."
F4769,44072299 : Los demás.,44072299,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440722:Virola, imbuia y Balsa > 44072299 : Los demás."
P10027,"4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm"
SP4772,"440725:Dark Red Meranti, Light Red Meranti y Meranti Bakau",4407,4,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440725:Dark Red Meranti, Light Red Meranti y Meranti Bakau"
F4771,44072501 : Dark Red Meranti  Light Red Meranti y Meranti Bakau.,44072501,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440725:Dark Red Meranti, Light Red Meranti y Meranti Bakau > 44072501 : Dark Red Meranti  Light Red Meranti y Meranti Bakau."
P10028,"4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm"
SP4774,"440726:White Lauan, White Meranti, White Seraya, Yellow Meranti y alan",4407,4,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440726:White Lauan, White Meranti, White Seraya, Yellow Meranti y alan"
F4773,44072601 : White Lauan  White Meranti  White Seraya  Yellow Meranti y Alan.,44072601,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440726:White Lauan, White Meranti, White Seraya, Yellow Meranti y alan > 44072601 : White Lauan  White Meranti  White Seraya  Yellow Meranti y Alan."
P10029,"4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm"
SP4776,440727:Sapelli,4407,4,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440727:Sapelli"
F4775,44072701 : Sapelli.,44072701,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440727:Sapelli > 44072701 : Sapelli."
P10030,"4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm",44,3,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm"
SP4778,440728:iroko,4407,4,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440728:iroko"
F4777,44072801 : Iroko.,44072801,5,"44:Madera, carbon vegetal y manufacturas de mader > 4407:Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm > 440728:iroko > 44072801 : Iroko."
